file_id,child_id,age_months,mlu,brown_stage,vocd,mattr,w2v_score
152,Sarah,45.87,3.01,IV,77.13610963735287,0.658169014084507,0.33476007
153,Sarah,45.87,2.91,III,59.66886163557513,0.66,0.35006428
154,Sarah,46.03,2.43,II,91.08959633865182,0.6556144578313252,0.04369515
155,Sarah,46.3,2.57,III,82.11650431356027,0.677094430992736,-0.046188056
156,Sarah,46.53,3.03,IV,86.84955709218558,0.679634703196347,0.3821702
157,Sarah,47.0,2.69,III,54.521890770888376,0.5703386809269162,0.44788915
158,Sarah,47.3,2.6666666666666665,III,61.37303280386973,0.6934831460674157,-0.08809388
159,Sarah,47.53,2.61,III,75.31748829169577,0.6864535768645358,0.196859
160,Sarah,47.97,2.89,III,50.44904171887995,0.5294545454545454,0.3411137
161,Sarah,48.17,2.47,II,73.70850259764357,0.6312460063897763,0.27985132
162,Sarah,48.47,2.97,III,66.3297722952292,0.6427285921625544,0.323623
163,Sarah,48.93,4.01,V,69.10255322025903,0.6286059275521405,0.61553967
164,Sarah,49.13,3.34,IV,77.39612285919729,0.6329440389294404,0.22785258
165,Sarah,49.37,2.35,II,81.68328942564015,0.6464576074332172,0.17095196
166,Sarah,49.6,3.14,IV,59.7949259015493,0.6752795031055902,0.6123401
167,Sarah,49.93,3.77,V,81.09124046077835,0.6537573616018846,0.41703117
168,Sarah,50.03,3.54,IV,80.67133331285763,0.6736211031175059,0.5383915
169,Sarah,50.3,2.99,III,96.05027583633647,0.6683720930232558,0.015813112
170,Sarah,50.53,2.54,III,88.91219882705904,0.6961471103327496,0.16755915
171,Sarah,50.77,3.54,IV,76.91316612330776,0.6600963081861958,0.24049896
172,Sarah,50.93,3.27,IV,40.6527680341625,0.5805142857142858,0.70705307
173,Sarah,51.23,3.27,IV,65.36628649701181,0.6336143308746048,0.4955467
174,Sarah,51.43,3.67,IV,41.495039566709245,0.5776988636363636,1.0711433
175,Sarah,51.63,4.928571428571429,V,46.20191558594863,0.6010169491525423,0.38551974
176,Sarah,51.87,3.38,IV,71.18075859161547,0.6572715572715573,0.46938002
177,Sarah,52.03,3.34,IV,44.41385077248567,0.6538801261829653,0.4469666
178,Sarah,52.37,3.23,IV,53.53802607679862,0.6030747531734838,0.60469925
179,Sarah,52.6,2.56,III,80.65559920238441,0.663822075782537,0.22944772
180,Sarah,52.83,3.41,IV,89.40672105589185,0.6496022727272727,0.20236516
181,Sarah,53.13,2.86,III,88.95669082131467,0.7052037617554859,0.1685394
182,Sarah,53.27,3.44,IV,100.11914544035675,0.6932885906040268,0.39362782
183,Sarah,53.47,3.16,IV,77.63283809701956,0.6650588235294118,0.65126157
184,Sarah,53.73,3.32,IV,84.80248071939748,0.6541785252263906,0.4472568
185,Sarah,53.97,3.52,IV,73.01882033238776,0.6130676552363299,0.40696985
186,Sarah,54.17,3.42,IV,92.12194524587596,0.6755487804878049,0.2830264
187,Sarah,54.33,3.85,V,56.817825288252,0.6222271714922049,0.7656969
188,Sarah,54.57,2.69,III,59.90180658775582,0.6422388059701493,0.66654253
189,Sarah,54.8,3.27,IV,64.0464539899519,0.6408498583569405,0.58540785
190,Sarah,55.0,3.54,IV,69.53243985660525,0.6498426323319028,0.39304394
191,Sarah,55.37,3.16,IV,94.0016679773122,0.704954954954955,0.3335687
192,Sarah,55.57,3.37,IV,62.100584299610034,0.6882442748091604,0.94300044
193,Sarah,55.8,3.89,V,91.76751873713754,0.6722180916976456,0.3160355
194,Sarah,56.23,3.36,IV,85.5300040319765,0.7122436849925706,0.4530785
195,Sarah,56.43,3.59,IV,74.31368573434682,0.6857102672292547,0.42793214
196,Sarah,56.67,4.51,V,80.64748843391246,0.6903046357615893,0.5600592
197,Sarah,57.13,3.95,V,82.37329776581457,0.6846974063400576,0.5318686
198,Sarah,57.4,3.85,V,76.9620198731451,0.7002985074626866,0.7203047
199,Sarah,57.63,2.93,III,95.75990502962185,0.7344505494505493,0.45663273
200,Sarah,57.87,3.91,V,82.55741006979365,0.6756894243641232,0.4406606
201,Sarah,58.2,3.64,IV,87.166577866917,0.6587410586552217,0.30043775
202,Sarah,58.7,3.17,IV,85.57034242468946,0.7110536044362292,0.16777343
203,Sarah,58.9,3.75,V,74.43942978643024,0.6440702781844801,0.23134625
204,Sarah,59.13,3.18,IV,85.36117995814539,0.6835593220338982,0.5619272
205,Sarah,59.43,4.01,V,47.84284634876056,0.5955555555555555,0.7117394
206,Sarah,59.63,3.3,IV,96.93115519344006,0.6908185053380783,0.2032187
207,Sarah,59.87,2.99,III,74.47917084708807,0.6879212253829322,0.44833362
208,Sarah,60.07,3.38,IV,40.33909449739494,0.6128455284552845,0.65133727
209,Sarah,60.33,2.87,III,63.96150500002781,0.6383272727272727,0.7507409
210,Sarah,60.53,3.79,V,77.26605772420193,0.6691798561151079,0.50818014
211,Sarah,60.83,3.05,IV,53.8692215554312,0.6332415902140672,0.65562856
212,Sarah,61.0,3.76,V,56.605146200963304,0.6423908045977011,0.5040693
213,Sarah,61.2,3.42,IV,65.51974961199589,0.6631223628691983,0.34129488
