child_id,age_months,mlu,mlum,mluw,ttr,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,score_early_nouns,score_action_words,score_social_words,score_descriptors,score_late_complex,score_cdi,topic_early_nouns,topic_action_words,topic_social_words,topic_descriptors,topic_late_complex,mixture_cluster,mix_prob_1,mix_prob_2,mix_prob_3,mix_prob_4,mix_prob_5,mix_prob_6,mix_prob_7,mix_prob_8
Adam,35.43333333333333,2.49,2.49,2.49,0.3428571428571428,0.5863230997505349,0.1496068875831815,-0.3696624571575648,-0.1776022919577874,0.03449276123306138,-0.22424156596246694,-0.11053469891203505,-0.2813461805585989,0.1575791476475958,0.11523522784896655,0.003923107100823852,0.0584542958022754,0.17261671243624951,0.010592389172224402,0.016869360533542564,0.2789329148685759,0.0001716182305244729,0.00011194169201189652,0.37492436170578003,0.6246800422668457,0.0001119570733862929,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,35.93333333333333,3.41,3.41,3.41,0.3371428571428571,0.5765160608960967,0.15519318239642788,-0.37193701581156824,-0.186812984345876,0.13687393815036397,-0.20547082238257802,-0.10962156899129104,-0.33049103387940443,0.17864053713477296,0.03482101461565591,0.006587615283267457,0.06640316205533597,0.13359683794466404,0.005270092226613966,0.0047430830039525695,0.2150197628458498,0.0014033801853656769,7.684730371693149e-05,0.3421857953071594,0.6346738934516907,0.021660082042217255,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,36.36666666666667,2.91,2.91,2.92,0.3685714285714285,0.607792477918092,0.11783368830531508,-0.3606891652916221,-0.13419052832983763,0.08163711845396225,-0.19590236001128206,-0.07721139930245466,-0.261874970657764,0.13535208442074348,0.019638831796925806,0.016353229762878167,0.08040337966748433,0.09839193240665031,0.01362769146906514,0.025620059961842464,0.22730989370400653,0.026513617485761642,7.952235318953171e-05,0.36127758026123047,0.6120497584342957,7.954714237712324e-05,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,36.833333333333336,2.84,2.84,2.84,0.3428571428571428,0.629020467282585,0.043346009277081765,-0.36367348009544237,-0.039584340212822,0.14688607336369827,-0.11408086598160426,-0.04891052792638511,-0.29962286042658937,0.14516745753441268,0.06408168169059453,0.023791250959324637,0.07035047326682016,0.07623433103095421,0.01816321309797902,0.017395753389613713,0.22819135328728576,0.012018177658319473,7.458831532858312e-05,0.5574504137039185,0.4299654960632324,0.0004913574084639549,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,37.3,3.57,3.57,3.57,0.2657142857142857,0.6472081433821629,0.01862531196454511,-0.3485465815248949,-0.0639475149079925,0.11877226286353927,-0.14204589471322665,-0.08500550388140893,-0.32595336457058943,0.0968391157673166,0.05008864196391844,0.008048289738430584,0.06690140845070422,0.096579476861167,0.01232394366197183,0.014839034205231388,0.20875251509054327,0.0013510617427527905,7.263126462930813e-05,0.554958701133728,0.42359691858291626,0.02002076432108879,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,37.86666666666667,3.04,3.04,3.05,0.3171428571428571,0.656561914132024,0.009522171782853295,-0.3455653421212704,-0.08604596133962356,0.1855535629670154,-0.05385928972891631,-0.09522554108062412,-0.28968952515117324,0.19757074521960835,0.02105500657173249,0.011357340720221607,0.06814404432132964,0.10526315789473684,0.009695290858725761,0.009695290858725761,0.2077562326869806,0.0005208677612245083,7.839217141736299e-05,0.6677586436271667,0.11366057395935059,0.21798159182071686,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,38.3,3.33,3.33,3.33,0.3857142857142857,0.6340854868721394,0.08349951116272046,-0.34804865535311413,0.00677776865503358,0.1850791511400179,-0.07361884395962354,-0.05238662036527137,-0.2380209367454875,0.11219658120775212,-0.01742973247686504,0.01275422268183385,0.05446397793864185,0.09824198552223372,0.007928300586004825,0.009307135470527405,0.1992416408135126,9.477834828430787e-05,0.01844700239598751,0.6158806681632996,0.25715383887290955,0.10842369496822357,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,38.7,3.03,3.03,3.04,0.3628571428571429,0.684671402451673,-0.036371328416648266,-0.418338495076179,0.05384077452865937,0.12296155318748916,-0.05102149152685655,-0.02729687492721745,-0.23077637054521585,0.03945524338686697,0.11780009968149756,0.008104125736738703,0.05722003929273085,0.1181237721021611,0.005893909626719057,0.01768172888015717,0.22274066797642436,6.549450336024165e-05,6.55300755170174e-05,0.809424102306366,0.1853761076927185,0.005068807862699032,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,39.13333333333333,3.27,3.27,3.27,0.3285714285714285,0.6622216338211891,-0.04868682868219973,-0.32975667581564844,0.050165456421069704,0.10233893011370408,-0.02272654052127264,-0.02230466070712365,-0.23341603734730562,0.10748599421550198,0.061336330952130896,0.014018691588785047,0.055782710280373834,0.12850467289719625,0.005549065420560747,0.014310747663551402,0.23130841121495327,0.0034357754047960043,8.074288780335337e-05,0.8159428834915161,0.14262884855270386,0.03791174292564392,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,39.6,3.51,3.51,3.52,0.4085714285714286,0.6659636052822129,-0.08239557409851858,-0.35155928776848927,0.08874847247330639,0.2134278227492425,0.01676608258945851,-0.06773862699922903,-0.17464290269128252,0.04852168543573048,0.06168987650129861,0.01076993583868011,0.04995417048579285,0.11251145737855178,0.004124656278643446,0.014207149404216315,0.20692025664527955,5.961716306046583e-05,5.938463073107414e-05,0.9153687357902527,0.016627231612801552,0.06788503378629684,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam,40.03333333333333,3.19,3.19,3.21,0.3457142857142857,0.6600213563645012,-0.09008094608895287,-0.3216806530342316,0.08687664184556314,0.1832880976810836,0.03952634038611965,-0.025720844453148536,-0.19310681013860706,0.018072936289341993,0.03229197757389195,0.008583690987124463,0.04586909871244635,0.10836909871244635,0.009656652360515022,0.0203862660944206,0.18589055793991416,7.244454900501296e-05,7.22350159776397e-05,0.8476846218109131,0.03152027353644371,0.12065044790506363,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
